word,frequency 
goldbr,5
arpeggios,1
strangles,4
sooooooooooooooooooooo,1
incrediblei,1
allllllllllllllllllllllllllllll,1
tonit,1
soooooooooooooooooooooooooooooooooo,1
writersproducersdirector,1
oneyeah,1
wallbr,5
xoxowollyxoxo,1
balloo,1
codependent,3
bred,7
timbucktu,1
parisbr,4
gaborwho,1
bianca,7
harrisbaloo,1
goahead,2
kittenst,1
musicthey,1
everydaybut,1
maily,1
aristocat,1
fiendish,3
jazziness,1
tresspassing,1
delacy,1
gieuseppe,1
casi,1
fancying,2
toulouse,3
berlioz,2
aristocatsbr,1
catsi,1
catswhich,1
mebut,1
thatit,2
placethis,1
filmsalthough,1
animatedand,1
unprofessional,20
voicesto,1
classicbut,3
notbecause,1
hasyes,1
ratingyou,1
thisbut,5
aristorcats,5
bagbr,6
almostswear,1
crotchsmashing,1
attentioncapturing,1
gabors,1
wastrel,3
semipublic,1
romanbr,1
convenienced,1
convicting,1
grangerbr,1
kidnappingjourney,1
dalmatiansbr,1
prima,7
impressionism,2
goober,3
generousbr,4
kulp,1
neardrowning,1
jazzperforming,1
9s,5
bonts,2
psychostalkerfigures,1
oedipial,1
nonmasculine,1
whiteknuckle,1
carchasing,1
sighing,7
roquefort,2
mouses,1
riddance,2
kiddiecheek,1
regurgitation,1
silky,3
dutchessbr,1
1985br,2
2disk,2
8410,1
walts,7
winchell,3
buttrambr,1
madames,1
omalleys,1
edgars,3
postwalt,1
snoop,10
appecios,1
paintingbr,2
douchess,2
abondons,1
coolness,16
skat,1
guarded,10
angers,4
krabappel,1
barts,3
bathes,6
casuallybr,1
swaps,5
73,9
gimmickry,5
blotchy,3
uniquenessbr,1
bays,6
melons,8
liveactionbr,1
otherwisewhich,1
kwijybo,1
rougher,4
appearingbr,1
wordshort,1
oxidize,1
kwyjibo,1
marges,1
intellectuals,26
womanhouse,1
djason,1
argonauts,2
tynesha,1
mells,1
jbone,6
packer,9
rhames,6
alica,1
esposito,13
reggies,1
textural,1
unfairness,5
dwelt,3
daydreamer,1
rtl7,1
1800hrs,1
melinda,5
culea,2
carrbr,1
faceman,2
murdock,8
marla,9
heasley,1
tawnia,2
ging,1
baracus,2
peppard,13
amybr,1
marlas,2
sixpart,1
jlc,1
dues,4
commemorate,1
hanibal,1
smithpreppard,1
heave,4
milder,2
airwolf,2
extennis,1
rallies,6
templeton,1
lucking,2
legault,1
roderick,1
dishy,4
thinner,8
vertigos,1
complies,3
bestowing,1
chuckled,13
pasquesi,4
garlin,19
prompting,11
referential,5
garlins,8
quotidian,3
selfbetterment,1
revitalizes,1
advises,11
paddy,19
kolb,3
mazursky,11
slotnick,1
kazurinsky,2
gina,26
gershon,7
contributionsbr,2
proliferation,4
proliferating,2
producersdirectors,4
heaves,1
sedaris,6
lightish,1
actory,1
selfeffacement,2
crushingbr,1
writerdirectoractor,1
richbr,4
abdoo,1
receptionist,11
outfitbr,1
jeffs,5
couldntbr,3
gleasons,2
alumnibr,1
silvermans,2
diametrical,1
cuteness,17
scathingly,4
unyielding,5
aaroncurb,1
obesity,4
stillstruggling,1
39year,1
meddlesome,3
voracious,3
server,4
firstgraders,1
fannings,2
elle,8
wedgedin,1
jerri,4
pixilated,2
candidcameratype,1
castellaneta,2
toughlove,2
sluggishness,2
dashon,2
overexplained,1
unrestrained,9
gleeful,6
melange,7
trainbr,15
transgression,3
obstruct,2
circularity,1
transgress,1
brunosbr,1
patriarchy,2
claras,5
machiavellian,5
selfserving,15
lunching,1
smugly,3
authorative,1
motherhater,1
patriarchybr,1
carnivalesque,1
puncture,1
merrygorounds,1
mathematics,8
goats,11
matrons,1
soirees,1
magritte,2
derail,3
phalluses,2
permutations,1
homoeroticism,8
gobsmacking,1
gasps,4
sighs,5
milks,4
exagerrated,1
imp,7
precepts,1
arkin,20
fargoesque,1
cromwell,10
extortionist,1
lundergaard,1
coldbloodedbr,1
schachter,1
capbr,1
76,17
fatality,2
fumbler,1
quicksand,7
conceal,9
felcity,1
hitchcockesque,1
archers,2
bobbycrush,4
disorienting,11
platt,16
hyperrealism,1
sant,45
likeability,1
tensely,3
westlakes,2
twistaftertwist,1
bipartisan,1
wheeeeee,1
dangerthe,1
postbewitched,2
merwin,1
mcknight,1
malmar,2
malmars,1
karloffs,5
contention,4
borden,12
heckhart,1
sooo,24
lurkingand,1
valid908yahoocom,1
wasthe,2
premisesbr,3
betwitched,1
bordenbr,1
crowhaven,1
scaredi,1
muchthat,1
soi,1
walton,9
hartmani,1
heckarts,1
dispositiongeorge,1
maharis,2
effectivethis,1
violencei,1
actresss,4
goodok,1
beautifulthat,1
actingbrilliant,1
fartsy,2
hororr,1
vanna,10
waxed,4
vincentthe,1
gayer,2
hoti,1
chihuahaua,1
handbagthough,1
bra,25
straps,8
stupidyou,1
rudewhat,1
deathanyway,1
elishas,1
offit,1
ressurction,1
somethingparis,1
sceneelisha,1
oscarmy,1
skeeter,2
outlolk,1
elisha,12
cuthbert,21
padalecki,4
siblingsoontobereformed,1
richardbr,1
typed,8
campsite,6
weakstomached,1
malibu,19
sooooooooooooooooooo,1
hottttttttttttttttttttt,1
psychopaths,12
1110,2
shagging,6
dmn,3
kidslike,1
augest,1
bragged,3
flyers,1
saysee,1
slayed,2
decadeseven,1
farfetchedthe,1
overhaul,6
tenif,1
youi,8
admitit,1
museums,5
holt,14
eliza,12
bobr,1
ankle,6
spikeso,1
paiges,2
carlyone,1
phew,6
superglued,1
carlys,13
legbr,4
waxbr,1
tendon,1
snipped,3
yummybr,1
backroads,2
ballsy,7
squeezing,8
jaume,10
serra,7
jerked,4
masacres,1
curtberth,1
cera,1
horrorthriller,12
chasedeath,1
semigory,2
popup,4
surpirsisngly,1
amityvillebr,1
scenebut,4
colletserrabr,1
dunderheaded,2
hooligans,3
outingbr,2
hollered,1
clapped,3
ange,1
decorously,2
effectswise,2
ambrosia,1
wwiitype,1
deilverance,1
taunt,4
intangible,2
flowedbr,1
cmm,1
boogeyman,11
mindhunters,1
troublemaking,4
highprofile,2
biel,1
chemistrybr,4
herriman,1
bends,8
ottmans,1
windon,2
mccallum,9
negron,1
310,143
dipped,8
resistbr,5
lingerie,9
roughed,1
flaming,17
cringethis,1
averaging,3
gobs,5
sprayed,5
coater,1
blondells,1
cigarettegirl,1
womanizer,11
nebraska,13
republican,15
turners,5
consigning,1
kildairebr,1
berkely,3
hermes,3
designing,11
rkobr,1
patrons,17
croons,1
enclosures,1
wallsbr,3
conjoined,4
pirouettes,1
orchestrabr,2
daresay,7
relinquishing,3
maddam,1
matures,11
estimationbr,1
regulationsbr,1
fansthe,2
schickel,5
myra,11
breckenridge,2
careerfrom,1
beingyou,1
schickels,1
coooper,1
bioretrospective,1
handsomest,5
roark,6
fountainhead,2
tux,5
coops,2
hemingway,13
closetodeath,1
graphicsbr,4
hongkong,7
buddhabr,1
dungeonbr,1
yan,10
crept,3
buddha,7
defecate,1
pyramids,4
blinging,1
tripitaka,9
pigsy,4
sutras,1
shache,1
maiyan,2
mismatched,14
pacifistic,2
eeg,1
retreading,1
chowesquire,1
toughen,1
slightestbr,3
swatter,1
mech,2
westsort,1
onwardbr,1
suras,1
worldbut,2
imps,1
messiest,2
reasonm,1
cribbed,2
sourcesbr,3
feasted,2
4shaolin,1
etci,3
haling,1
bendict,1
boulton,4
wildingwilding,1
gustavus,1
secerts,1
britishwilde,1
suspisous,1
odellgeorge,1
sanderswho,1
intrest,1
tories,1
cornel,6
prickly,5
probritish,1
tory,9
twit,6
rivalries,5
redcoat,1
maj,3
bolton,6
spybr,4
mision,1
createsbr,3
whch,1
wahington,1
compliant,3
witsbr,2
brawling,4
tamebr,2
populations,2
pelts,3
sceneprobably,1
lassen,1
cascades,4
trappers,10
186566,1
laramieeastern,1
wyomingis,1
assiniboines,1
underestimates,3
greenhorn,2
relaionship,1
squelch,2
completionbr,2
sortas,1
armygenerated,1
blindspot,2
correctos,1
kaliedescope,1
notallthat,1
paralleling,3
highpoints,2
cuing,1
tristan,2
pouty,4
stoicism,8
minipoint,1
edvard,4
coyoacan,1
dops,1
francisaco,1
stitching,2
discoverer,2
brokenhearted,1
voiceovernarration,1
revengedrama,1
davide,2
13082005,1
bologna,7
bedlam,4
heatbr,1
alton,4
plaintiveness,1
roughedged,1
darcybr,1
darcys,7
gunrunning,1
halffinished,4
angelesbr,1
flailing,12
maximo,1
munzi,1
directorwritereditor,2
woloszczuk,2
feelsbr,1
nathaniel,56
quonsethut,1
attentiveness,1
decorator,1
starkness,1
aborts,1
perfume,10
bestdrawn,1
aprils,2
truncated,9
wringerbr,1
drugpushersgunrunners,1
performerbr,2
awfullness,1
restorative,1
bancroft,18
coveting,3
whitmore,5
rout,1
blindspotbr,1
blindspots,1
diegetic,2
woloszczukbr,1
importantas,1
dk,3
whoopdedo,1
poppunkthey,1
ramonesthat,1
bartleby,18
winging,2
harmon,5
noncomformity,1
antiauthority,1
acceptedlets,1
shradersp,1
weiner,1
parentsuntil,1
clicker,2
diora,1
baird,21
ids,2
sats,2
proposing,4
smoothies,1
athletics,2
meditatingbr,1
jonah,10
madeup,11
kiki,4
exstripper,1
exmilitary,5
universitys,2
westernwhich,1
enjoyedits,1
anythingbut,2
isit,1
trappersled,1
jedwho,1
uncivilizedjed,1
bandwho,1
resent,6
landand,1
backthats,1
storywhat,1
actionexcitementeven,1
humourand,1
romanceone,1
jeds,1
friendsgusreminded,1
quintplayed,1
shawin,1
jawsthey,1
crustygruff,1
demeanoranywayif,1
fanyou,1
entryi,1
bartely,1
bartelby,2
collages,1
thayer,4
herschman,2
benbr,3
depressingly,6
neverwas,1
greenbr,3
solvebr,1
expletiveladen,1
bartlebys,2
hyperintelligent,1
marksbr,2
steroidenhanced,1
conformist,2
humiliate,10
curriculum,6
rigby,1
unplanned,3
runalong,1
blackenough,1
healdboston,1
guyand,3
horrigan,23
tuition,2
132,2
bakery,9
theateri,1
dialogscripting,1
xm,15
unconsciously,4
foothills,2
offerbr,9
packhorses,1
aggrieved,3
compensation,13
madisons,2
prestons,7
busily,3
goad,2
bluecoat,1
ahablike,1
inferiors,1
countermanded,1
2551,2
trialanderror,1
schoolingbr,1
coursesbr,1
collegeeven,1
surprisingbr,2
doers,1
simpleit,1
heartmy,1
fbombs,1
lightens,2
drugbeerfrat,1
gheorghe,3
muresan,4
romaniawhere,1
pork,17
filmophiles,1
crystals,20
scoutagent,1
mongo,11
riordon,2
marstonrobert,1
corrina,4
mungo,3
marstonis,1
endangers,4
reap,7
affectations,2
bancrofts,2
winona,7
ryder,10
scissorhands,5
brunettes,2
riordan,1
ackward,1
dialogueplaying,1
silverado,4
scenerary,1
ghita,1
tragicalsad,1
maximus,7
warningthis,1
jerkespecially,1
needlessly,26
hehmmmi,1
fluids,8
ohwon,9
vips,1
systemsbr,1
chosun,5
seopyonje,2
chunhyang,2
hwa,4
seon,2
pansori,4
colonials,2
seung,18
popularly,2
sik,2
ims,15
centralbr,2
besiege,2
staving,2
holiness,3
commoners,4
kwontaek,1
strengthsof,1
jang,14
seungup,4
minshikreceive,1
painterbr,1
nonstandard,1
kwon,1
taek,1
chihaweseon,1
captedbr,1
chiahwesons,1
tumult,4
minsik,4
seunup,1
havard,1
veneer,12
whirls,1
understatementbr,5
wooooooooooooooonderful,1
attuned,5
choicesbr,4
musicalartistic,1
lingered,6
mozartian,1
beethovinian,1
ohwons,4
croonsbr,1
obvert,1
96th,1
wastedbr,13
rubylev,1
renewalbr,1
intruiged,1
nobles,7
mcshane,3
chihwaseong,1
seongub,2
koreabr,1
erections,3
oscillating,1
oscillates,3
chunhayang,1
canne,2
twoyear,2
chihwaseon,1
prodigy,9
byungmoon,1
mrkim,1
jangs,4
courtesans,1
develope,2
paintbrush,2
chihwasun,1
kittiwake1,1
lien,9
limubi,3
evasion,3
enemys,8
adaptions,3
alters,9
goonsbr,1
comb,2
playable,1
ang,9
unapreciated,1
reformatted,1
savers,6
pereira,2
brendan,19
moran,35
prerecorded,6
messageboard,1
notashot,1
munn,3
scouring,5
aots,9
becolbert,1
mccain,2
libs,1
vids,2
resorted,9
updates,5
broadcasters,5
e3,2
comiccon,1
mes,3
universes,9
g4,7
orangesbr,1
xy,3
moviestelevision,1
mp3,5
booksgraphic,1
fads,3
larisa,11
oleynik,2
aaaawwwwww,1
funnyexcept,1
feb,3
epidemy,1
soonyeah,1
therebut,2
lifemost,1
unrealisticfor,1
superevil,1
diaglouge,1
clancys,3
accidentvery,1
herbut,5
peirce,3
somethingtoo,1
bauer,9
dreamni,1
minutesno,1
taurean,1
blacque,1
derrick,3
fargas,6
synchronise,4
radiohead,2
dylanbr,2
202,2
214,1
honeyepisode,1
overallbr,5
preteenteen,1
guygirl,4
hydrant,4
gc161,3
puddle,16
atron,2
vinces,2
calamities,2
hesitated,5
karel,14
zeman,4
xix,1
vernes,6
elliptic,2
zemanalthough,1
engravings,1
dore,6
riou,1
melies,3
addedphotographed,1
fishes,5
guidethere,1
castlesand,1
filmtruly,1
moviea,6
zemans,1
marker,3
resourcefulness,5
lithographic,1
blaxsploitation,1
guysand,1
goofiest,6
biplane,4
357,3
happenedhowever,1
injure,5
stroudin,1
stroud,16
greatscary,1
stumped,4
standoffslaughter,1
foldedand,1
disappearsand,1
foxes,3
hoffo,1
ordeal,39
cmndt,1
lassard,2
gaynes,1
pratt,9
funkiest,1
badboy,7
patois,4
unnastan,2
reminescent,2
blax,2
avenged,3
launderer,1
gunplay,8
stiffness,5
meting,1
carsons,4
raciallybigoted,1
voluptuousness,1
nowstartling,1
burrowed,2
tailchasing,1
throwtogether,2
shaftmania,1
pimpdaddy,1
barbora,6
bobulovas,1
valeria,20
spettatrice,2
inadequaciesbr,1
bobulova,3
catillon,2
flavia,8
renzi,8
onenight,4
devalue,1
cooldespite,1
ehdennis,1
doain,1
arrivalhe,1
suspectdenniss,1
ryancity,1
angelscourage,1
sternhome,1
thingsbushwhacked,1
iiera,3
whodunit,18
ordway,4
cowan,5
corrigan,10
caskets,6
affluence,2
doa1950which,1
obrien,42
quaiddexter,1
ryansydney,1
supurb,1
premisea,1
scorecombined,1
helperlove,1
dex,7
bodyguardchauffeur,1
duels,3
rampling,13
itthat,2
smirks,4
quaidbr,1
splat,2
encounterbr,4
swoons,4
syd,6
ryanbr,5
2448,1
adorned,3
perishbr,1
segmentsbr,1
kaczmarek,1
quaids,14
impactbr,3
ragging,2
retract,3
retraction,2
snowqueen,2
luhrmans,3
gerdas,3
gerda,18
poisoner,2
keywords,3
resignedly,1
proclaim,8
blackie,7
oddson,1
emory,3
parnell,3
bragas,1
rumbled,1
faerie,3
prohibitions,2
goblins,8
grotesquely,8
storeys,3
hallmarkwhich,1
alongand,3
glamorouslybr,1
repeatingbr,1
journeyget,1
chelsea,9
hobbs,9
lovestruck,1
robberthey,1
cranbrook,1
mallbut,1
poler,1
cutebut,2
appreciatebr,4
christmasbr,6
executedbr,4
tokens,2
winterbr,5
eragon,1
compass,13
gurda,1
strenght,4
gertha,2
psychiatristdetective,1
42nd,14
moto,7
stalwartly,1
sylia,12
nene,9
linna,10
priss,13
hardsuits,1
armitage,1
releasedthis,1
againand,5
channeland,1
sylvialeonand,1
bestand,3
likechris,1
pattonjason,1
douglaschristine,1
autenand,1
haagand,1
channelthen,1
rosenheim,1
whoopie,1
plump,10
desertlike,1
nowherebr,11
orginality,1
delightfulness,1
midlate,3
haywire,3
batmanbruce,5
mantony,1
20322033,1
genom,4
asagiri,1
yamazaki,1
adp,3
hacker,21
gaunt,12
largo,27
daley,7
spinoffprequel,1
todo,4
sylias,5
mackey,4
raven,15
linnas,2
prisswantsrevengeforaminorcharacter,1
boomerbr,1
discontinued,4
largos,4
selfrighteously,2
justicerevenge,1
bailing,4
pertained,1
ditziness,1
notches,8
runnerups,1
passionless,9
overactedbr,1
2040,13
genoms,1
backstories,7
purplish,2
provocatively,5
stayinthemobilepit,1
stingry,1
catlike,5
adpbr,1
browner,1
harrassed,1
cockey,1
kirkland,5
ruggedly,2
maitenance,1
fatherbig,1
brothermentor,1
mackeybr,1
slicked,4
whallop,2
pinkpurple,1
flamboyantly,4
dockers,1
pumped,15
probelm,1
prisss,1
emailbr,1
covillain,1
alfredthebutler,1
dumbmonstersontherampage,1
hanger,9
loners,3
genocidal,4
exworkers,1
starsbates,1
bridgeshave,1
cased,1
economically,3
beaus,2
trawlermen,1
dicebr,1
allstars,1
intentone,1
marylouise,4
shipbuilder,1
deniros,3
dey,10
defbr,1
sellars,7
russo,70
timehowever,1
robrt,1
murhpy,3
himselfhad,1
shanter,1
protrolling,1
umumoh,1
grimace,11
hourlike,1
heckuva,2
comparecontrast,1
tj,7
trekbr,1
niros,12
tvcop,1
tankkiller,1
bfguns,1
perhapsbut,2
copflick,1
topform,1
showtimebr,2
showtimewas,1
pyrotechno,1
hypereffect,1
downwards,4
slappingyourknee,1
coppartner,1
serrano,1
comedywho,1
niroeddie,1
murphyrene,1
matinee,5
judah,1
friedlander,1
zoolanders,1
zoolander,3
yabr,3
funnymen,2
parentsa,1
dolittle,3
trayeddie,1
murphya,1
ritz,4
lapd,16
gusher,1
trickle,2
eased,1
patrolmancumactor,1
buddycop,2
undetermined,2
funneled,1
dryly,6
unexpressive,1
revamps,1
obnoxiousbr,4
1940sbr,4
butif,1
40syou,1
veidt,18
turbans,2
muses,8
introducedbr,4
restful,2
anybodybr,3
reprising,11
wesly,1
snipeslike,1
psyched,4
niroi,1
murphybr,4
harrybr,3
hearttoheart,2
winship,1
faison,3
deys,1
hardedge,1
outofhand,3
overexuberant,1
reigned,6
vargas,12
roday,1
russos,7
buddyfilm,1
evened,1
stowaways,5
nfl,8
